@relation 'pm10'
@attribute 'hour' numeric
@attribute 'weekend' numeric
@attribute 'month' numeric
@attribute 'temp' numeric
@attribute 'temp_min' numeric
@attribute 'temp_max' numeric
@attribute 'pressure' numeric
@attribute 'humidity' numeric
@attribute 'wind_speed' numeric
@attribute 'wind_deg' numeric
@attribute 'clouds_all' numeric
@attribute 'class' {'1', '2', '3', '4', '5', '6'}
@data
0.00,1.00,1,276.64,276.15,277.15,1023,86,4,240,90,5
1.00,1.00,1,276.13,275.15,277.15,1022,86,3,220,75,6
2.00,1.00,1,275.99,275.15,277.15,1022,86,3,230,90,6
3.00,1.00,1,276.13,275.15,277.15,1021,80,4,230,90,5
4.00,1.00,1,276.13,275.15,277.15,1020,80,4,240,90,4
5.00,1.00,1,276.13,275.15,277.15,1019,80,3,230,90,3
6.00,1.00,1,276.13,275.15,277.15,1019,80,3,220,90,3
7.00,1.00,1,275.13,274.15,276.15,1018,86,3,210,75,3
8.00,1.00,1,274.62,273.15,276.15,1018,88,4,220,75,3
9.00,1.00,1,274.62,273.15,276.15,1018,86,5,240,75,3
10.00,1.00,1,275.11,273.15,277.15,1017,80,4,240,75,3
11.00,1.00,1,276.13,275.15,277.15,1017,80,3,230,75,3
12.00,1.00,1,276.64,276.15,277.15,1016,80,6,240,75,3
13.00,1.00,1,276.64,276.15,277.15,1016,80,5,250,75,3
14.00,1.00,1,276.64,276.15,277.15,1015,80,5,240,75,3
15.00,1.00,1,276.13,275.15,277.15,1015,80,6,240,75,3
16.00,1.00,1,276.13,275.15,277.15,1015,80,4,220,75,3
17.00,1.00,1,275.64,275.15,276.15,1015,96,3,210,75,3
18.00,1.00,1,275.64,275.15,276.15,1014,96,3,210,75,3
19.00,1.00,1,275.13,274.15,276.15,1014,96,4,210,75,3
20.00,1.00,1,274.64,274.15,275.15,1014,80,3,200,75,3
21.00,1.00,1,274.64,274.15,275.15,1014,74,3,220,75,3
22.00,1.00,1,273.64,273.15,274.15,1014,80,4,260,75,3
23.00,1.00,1,273.13,272.15,274.15,1014,80,4,270,75,3
0.00,0.00,1,273.64,273.15,274.15,1013,80,4,260,75,3
1.00,0.00,1,273.15,273.15,273.15,1013,95,6,270,75,3
2.00,0.00,1,272.15,272.15,272.15,1013,100,5,260,75,3
3.00,0.00,1,273.15,273.15,273.15,1013,92,4,270,90,3
4.00,0.00,1,273.15,273.15,273.15,1013,92,4,270,90,3
5.00,0.00,1,273.15,273.15,273.15,1013,96,4,280,90,3
6.00,0.00,1,273.15,273.15,273.15,1013,96,5,270,90,3
6.00,0.00,1,273.15,273.15,273.15,1013,96,5,270,90,3
7.00,0.00,1,273.64,273.15,274.15,1013,96,5,270,75,3
8.00,0.00,1,274.15,274.15,274.15,1013,100,4,270,75,3
9.00,0.00,1,274.15,274.15,274.15,1014,100,4,280,75,3
10.00,0.00,1,274.15,274.15,274.15,1014,100,3,290,75,3
10.00,0.00,1,274.15,274.15,274.15,1014,100,3,290,75,3
11.00,0.00,1,274.64,274.15,275.15,1014,93,3,280,75,3
12.00,0.00,1,275.15,275.15,275.15,1014,100,4,290,75,3
13.00,0.00,1,275.64,275.15,276.15,1014,86,4,300,75,3
14.00,0.00,1,275.64,275.15,276.15,1015,93,3,320,75,2
15.00,0.00,1,275.64,275.15,276.15,1015,91,3,300,75,2
16.00,0.00,1,275.15,275.15,275.15,1016,80,3,290,40,2
17.00,0.00,1,273.64,273.15,274.15,1017,80,2,300,20,2
18.00,0.00,1,272.66,272.15,273.15,1017,92,2,280,0,3
19.00,0.00,1,271.66,271.15,272.15,1018,92,3,270,0,3
20.00,0.00,1,271.66,271.15,272.15,1018,92,3,270,0,2
21.00,0.00,1,270.64,270.15,271.15,1018,92,3,260,20,2
22.00,0.00,1,271.13,270.15,272.15,1018,92,4,250,20,2
23.00,0.00,1,271.64,271.15,272.15,1018,100,4,250,75,2
0.00,0.00,1,272.64,272.15,273.15,1017,90,5,250,75,2
1.00,0.00,1,273.15,273.15,273.15,1017,90,5,260,75,2
2.00,0.00,1,274.15,274.15,274.15,1017,100,5,280,75,2
3.00,0.00,1,274.15,274.15,274.15,1017,100,5,270,75,2
3.00,0.00,1,274.15,274.15,274.15,1017,100,5,270,75,2
4.00,0.00,1,274.15,274.15,274.15,1017,100,6,270,75,2
4.00,0.00,1,274.15,274.15,274.15,1017,100,6,270,75,2
5.00,0.00,1,275.15,275.15,275.15,1016,93,6,270,90,2
6.00,0.00,1,275.15,275.15,275.15,1016,93,5,270,75,2
7.00,0.00,1,275.15,275.15,275.15,1016,93,5,270,75,2
7.00,0.00,1,275.15,275.15,275.15,1016,93,5,270,75,2
8.00,0.00,1,275.15,275.15,275.15,1016,93,7,260,75,2
9.00,0.00,1,275.15,275.15,275.15,1016,93,7,260,75,2
10.00,0.00,1,276.15,276.15,276.15,1016,93,8,260,75,2
11.00,0.00,1,276.15,276.15,276.15,1015,93,8,260,75,2
12.00,0.00,1,276.15,276.15,276.15,1015,93,8,260,75,2
13.00,0.00,1,276.15,276.15,276.15,1013,93,8,250,75,2
14.00,0.00,1,276.15,276.15,276.15,1013,93,8,250,75,2
15.00,0.00,1,276.64,276.15,277.15,1011,86,9,260,75,2
16.00,0.00,1,276.64,276.15,277.15,1011,86,9,260,75,2
17.00,0.00,1,277.15,277.15,277.15,1010,86,9,260,75,2
18.00,0.00,1,276.64,276.15,277.15,1009,86,10,260,92,2
19.00,0.00,1,275.64,275.15,276.15,1008,93,10,250,75,2
19.00,0.00,1,275.64,275.15,276.15,1008,93,10,250,75,2
20.00,0.00,1,275.15,275.15,275.15,1007,100,10,250,75,2
20.00,0.00,1,275.15,275.15,275.15,1007,100,10,250,75,2
21.00,0.00,1,275.64,275.15,276.15,1006,93,10,250,75,2
21.00,0.00,1,275.64,275.15,276.15,1006,93,10,250,75,2
22.00,0.00,1,276.64,276.15,277.15,1004,86,10,260,75,2
23.00,0.00,1,277.15,277.15,277.15,1003,86,11,260,75,2
23.00,0.00,1,277.15,277.15,277.15,1003,86,11,260,75,2
0.00,0.00,1,277.15,277.15,277.15,1001,93,12,250,75,2
1.00,0.00,1,277.64,277.15,278.15,999,86,13,260,75,2
1.00,0.00,1,277.64,277.15,278.15,999,86,13,260,75,2
2.00,0.00,1,277.66,277.15,278.15,1000,93,8,290,75,2
3.00,0.00,1,275.13,274.15,276.15,999,93,9,260,90,2
4.00,0.00,1,276.15,276.15,276.15,999,86,8,270,75,3
5.00,0.00,1,276.15,276.15,276.15,998,86,8,280,20,3
6.00,0.00,1,276.15,276.15,276.15,997,94,9,270,20,3
7.00,0.00,1,276.64,276.15,277.15,997,80,10,270,75,3
8.00,0.00,1,277.15,277.15,277.15,997,80,10,270,75,3
9.00,0.00,1,277.15,277.15,277.15,996,80,10,270,75,3
10.00,0.00,1,277.15,277.15,277.15,996,80,11,270,75,3
11.00,0.00,1,277.15,277.15,277.15,997,80,9,280,75,3
12.00,0.00,1,276.66,276.15,277.15,997,86,11,280,75,3
13.00,0.00,1,277.15,277.15,277.15,997,86,8,280,75,3
14.00,0.00,1,274.64,274.15,275.15,998,91,6,310,40,3
15.00,0.00,1,275.15,275.15,275.15,1000,94,4,310,20,2
16.00,0.00,1,275.15,275.15,275.15,1001,94,4,320,75,2
17.00,0.00,1,275.15,275.15,275.15,1003,80,5,320,40,2
18.00,0.00,1,274.15,274.15,274.15,1004,86,6,340,75,2
19.00,0.00,1,274.15,274.15,274.15,1005,88,4,320,75,2
20.00,0.00,1,274.15,274.15,274.15,1006,86,4,320,75,2
21.00,0.00,1,274.15,274.15,274.15,1008,86,3,320,75,2
22.00,0.00,1,274.15,274.15,274.15,1009,86,4,320,75,2
23.00,0.00,1,273.15,273.15,273.15,1010,91,3,340,40,2
0.00,0.00,1,273.15,273.15,273.15,1012,91,3,340,75,2
1.00,0.00,1,272.64,272.15,273.15,1013,91,5,360,75,2
2.00,0.00,1,273.15,273.15,273.15,1014,91,4,350,40,2
3.00,0.00,1,272.15,272.15,272.15,1016,86,4,350,40,2
4.00,0.00,1,272.15,272.15,272.15,1017,86,3,340,40,2
5.00,0.00,1,272.15,272.15,272.15,1018,80,4,340,75,2
6.00,0.00,1,271.66,271.15,272.15,1020,86,4,350,40,2
7.00,0.00,1,271.15,271.15,271.15,1021,86,4,340,20,2
8.00,0.00,1,271.15,271.15,271.15,1022,79,4,340,20,2
9.00,0.00,1,270.64,270.15,271.15,1024,79,3,350,75,2
10.00,0.00,1,270.64,270.15,271.15,1026,79,4,350,40,2
11.00,0.00,1,271.64,271.15,272.15,1026,63,5,360,75,2
12.00,0.00,1,271.64,271.15,272.15,1027,50,6,10,40,2
13.00,0.00,1,271.64,271.15,272.15,1028,50,3,0,40,3
14.00,0.00,1,271.15,271.15,271.15,1029,54,5,10,40,3
15.00,0.00,1,270.15,270.15,270.15,1031,68,6,350,40,3
16.00,0.00,1,269.15,269.15,269.15,1032,62,4,360,20,3
17.00,0.00,1,268.64,268.15,269.15,1033,62,4,360,20,2
18.00,0.00,1,268.15,268.15,268.15,1034,67,4,350,0,2
19.00,0.00,1,268.15,268.15,268.15,1034,67,3,340,0,2
20.00,0.00,1,267.15,267.15,267.15,1035,73,3,350,20,2
21.00,0.00,1,267.15,267.15,267.15,1036,73,3,330,40,2
22.00,0.00,1,267.15,267.15,267.15,1036,73,3,350,0,2
23.00,0.00,1,266.66,266.15,267.15,1037,79,2,340,0,2
0.00,0.00,1,266.15,266.15,266.15,1037,79,2,350,0,2
1.00,0.00,1,266.66,266.15,267.15,1038,79,1,340,0,2
2.00,0.00,1,266.15,266.15,266.15,1038,79,1,0,0,2
3.00,0.00,1,266.64,266.15,267.15,1038,73,2,360,0,2
4.00,0.00,1,265.13,264.15,266.15,1039,73,2,340,0,2
5.00,0.00,1,266.15,266.15,266.15,1039,79,2,340,0,2
6.00,0.00,1,265.64,265.15,266.15,1040,79,2,340,0,2
7.00,0.00,1,266.15,266.15,266.15,1040,79,2,340,0,2
8.00,0.00,1,265.66,265.15,266.15,1040,78,1,320,0,2
9.00,0.00,1,264.64,264.15,265.15,1041,85,2,290,0,3
10.00,0.00,1,267.15,267.15,267.15,1041,79,2,300,0,3
11.00,0.00,1,269.15,269.15,269.15,1041,68,3,340,20,2
12.00,0.00,1,269.15,269.15,269.15,1040,68,3,290,20,2
13.00,0.00,1,269.64,269.15,270.15,1040,63,3,300,20,2
14.00,0.00,1,270.15,270.15,270.15,1040,63,3,300,20,2
15.00,0.00,1,269.64,269.15,270.15,1040,63,3,290,20,2
16.00,0.00,1,267.15,267.15,267.15,1040,79,2,270,20,2
17.00,0.00,1,266.15,266.15,266.15,1040,79,2,260,20,3
18.00,0.00,1,266.13,265.15,267.15,1040,79,1,300,20,3
19.00,0.00,1,265.15,265.15,265.15,1040,85,2,260,0,3
20.00,0.00,1,263.62,262.15,265.15,1040,85,1,280,20,3
21.00,0.00,1,264.64,264.15,265.15,1040,85,0,280,20,3
22.00,0.00,1,264.13,263.15,265.15,1039,85,0,0,0,3
23.00,0.00,1,263.13,262.15,264.15,1039,92,1,0,0,3
0.00,1.00,1,263.13,262.15,264.15,1039,92,1,240,0,3
1.00,1.00,1,263.6,261.15,266.15,1038,85,1,0,0,3
2.00,1.00,1,263.62,262.15,265.15,1037,78,2,210,0,3
3.00,1.00,1,265.13,264.15,266.15,1037,79,3,210,0,2
4.00,1.00,1,265.64,265.15,266.15,1036,79,4,200,0,2
5.00,1.00,1,266.13,265.15,267.15,1035,73,4,200,0,2
6.00,1.00,1,266.13,265.15,267.15,1034,73,4,210,0,2
7.00,1.00,1,266.64,266.15,267.15,1033,73,4,190,0,2
8.00,1.00,1,266.64,266.15,267.15,1033,73,4,210,0,2
9.00,1.00,1,266.64,266.15,267.15,1032,73,3,200,0,3
10.00,1.00,1,267.64,267.15,268.15,1032,67,4,210,0,3
11.00,1.00,1,267.64,267.15,268.15,1031,67,4,200,0,3
12.00,1.00,1,268.15,268.15,268.15,1030,67,4,200,75,3
13.00,1.00,1,268.15,268.15,268.15,1029,73,5,200,75,3
14.00,1.00,1,268.15,268.15,268.15,1027,79,6,180,90,3
15.00,1.00,1,268.15,268.15,268.15,1027,85,5,200,75,3
16.00,1.00,1,268.15,268.15,268.15,1026,92,4,200,75,2
17.00,1.00,1,268.15,268.15,268.15,1026,92,4,210,75,2
18.00,1.00,1,268.15,268.15,268.15,1025,100,3,200,75,2
19.00,1.00,1,268.15,268.15,268.15,1025,100,3,200,75,2
20.00,1.00,1,268.64,268.15,269.15,1024,92,3,200,90,3
21.00,1.00,1,269.15,269.15,269.15,1024,100,2,200,90,3
22.00,1.00,1,269.64,269.15,270.15,1024,92,2,200,75,3
23.00,1.00,1,269.64,269.15,270.15,1024,100,2,220,75,3
0.00,1.00,1,270.15,270.15,270.15,1024,100,1,210,75,3
1.00,1.00,1,270.64,270.15,271.15,1024,92,1,0,75,3
1.00,1.00,1,270.64,270.15,271.15,1024,92,1,0,75,3
2.00,1.00,1,270.64,270.15,271.15,1024,100,1,190,90,3
2.00,1.00,1,270.64,270.15,271.15,1024,100,1,190,90,3
3.00,1.00,1,270.64,270.15,271.15,1024,100,1,0,90,3
3.00,1.00,1,270.64,270.15,271.15,1024,100,1,0,90,3
4.00,1.00,1,270.64,270.15,271.15,1024,100,1,130,90,3
4.00,1.00,1,270.64,270.15,271.15,1024,100,1,130,90,3
5.00,1.00,1,270.64,270.15,271.15,1024,100,1,260,90,3
6.00,1.00,1,271.13,270.15,272.15,1025,92,0,70,90,4
7.00,1.00,1,270.64,270.15,271.15,1026,100,1,70,75,4
8.00,1.00,1,270.64,270.15,271.15,1027,92,2,80,75,4
9.00,1.00,1,270.64,270.15,271.15,1028,92,2,70,75,4
9.00,1.00,1,270.64,270.15,271.15,1028,92,2,70,75,4
10.00,1.00,1,270.64,270.15,271.15,1028,92,1,90,75,4
10.00,1.00,1,270.64,270.15,271.15,1028,92,1,90,75,4
11.00,1.00,1,270.64,270.15,271.15,1029,92,2,80,75,3
11.00,1.00,1,270.64,270.15,271.15,1029,92,2,80,75,3
12.00,1.00,1,270.64,270.15,271.15,1029,92,2,80,75,4
12.00,1.00,1,270.64,270.15,271.15,1029,92,2,80,75,4
13.00,1.00,1,270.64,270.15,271.15,1029,92,1,40,75,4
14.00,1.00,1,271.15,271.15,271.15,1030,92,1,30,75,4
15.00,1.00,1,270.64,270.15,271.15,1030,92,1,50,75,4
16.00,1.00,1,270.64,270.15,271.15,1030,92,1,100,75,4
17.00,1.00,1,270.64,270.15,271.15,1030,92,0,0,75,4
18.00,1.00,1,270.64,270.15,271.15,1031,92,1,0,75,4
19.00,1.00,1,270.64,270.15,271.15,1031,92,1,0,75,4
20.00,1.00,1,270.64,270.15,271.15,1030,92,1,0,75,4
21.00,1.00,1,270.15,270.15,270.15,1030,100,0,0,75,4
21.00,1.00,1,270.15,270.15,270.15,1030,100,0,0,75,4
22.00,1.00,1,270.64,270.15,271.15,1030,92,1,310,75,5
23.00,1.00,1,270.15,270.15,270.15,1030,100,2,290,75,4
0.00,0.00,1,270.15,270.15,270.15,1030,100,1,290,90,4
1.00,0.00,1,270.66,270.15,271.15,1030,100,2,270,90,3
2.00,0.00,1,270.15,270.15,270.15,1030,100,1,280,90,3
3.00,0.00,1,270.15,270.15,270.15,1029,100,1,250,90,3
4.00,0.00,1,270.15,270.15,270.15,1029,100,0,240,90,3
5.00,0.00,1,270.15,270.15,270.15,1028,100,1,240,75,3
6.00,0.00,1,270.64,270.15,271.15,1028,92,1,0,75,3
7.00,0.00,1,270.64,270.15,271.15,1028,100,1,0,75,3
8.00,0.00,1,271.15,271.15,271.15,1027,100,1,140,90,3
9.00,0.00,1,271.64,271.15,272.15,1028,100,1,210,90,3
10.00,0.00,1,271.64,271.15,272.15,1027,92,2,180,90,3
11.00,0.00,1,272.13,271.15,273.15,1027,99,2,140,90,3
12.00,0.00,1,272.64,272.15,273.15,1026,99,2,180,90,4
13.00,0.00,1,272.64,272.15,273.15,1025,99,2,190,75,4
14.00,0.00,1,272.64,272.15,273.15,1024,98,2,200,90,3
15.00,0.00,1,272.64,272.15,273.15,1024,94,2,160,90,3
16.00,0.00,1,272.64,272.15,273.15,1023,94,2,170,90,4
17.00,0.00,1,272.64,272.15,273.15,1023,91,2,160,75,4
18.00,0.00,1,272.64,272.15,273.15,1022,91,3,160,75,3
19.00,0.00,1,272.64,272.15,273.15,1022,91,3,150,75,3
20.00,0.00,1,272.64,272.15,273.15,1021,90,3,150,75,4
21.00,0.00,1,272.64,272.15,273.15,1020,90,3,150,75,4
22.00,0.00,1,272.64,272.15,273.15,1019,90,3,160,75,3
23.00,0.00,1,272.64,272.15,273.15,1018,90,4,160,75,3
0.00,0.00,1,272.64,272.15,273.15,1017,90,4,160,75,3
1.00,0.00,1,272.15,272.15,272.15,1016,86,4,160,75,3
2.00,0.00,1,272.64,272.15,273.15,1016,94,4,160,75,3
3.00,0.00,1,272.15,272.15,272.15,1015,86,5,160,75,3
4.00,0.00,1,272.15,272.15,272.15,1014,80,5,160,75,3
5.00,0.00,1,271.64,271.15,272.15,1013,80,4,160,40,3
6.00,0.00,1,271.64,271.15,272.15,1013,80,4,160,20,3
7.00,0.00,1,270.64,270.15,271.15,1013,79,5,150,0,3
8.00,0.00,1,270.64,270.15,271.15,1013,79,5,150,20,3
9.00,0.00,1,270.64,270.15,271.15,1014,79,6,150,75,3
10.00,0.00,1,271.13,270.15,272.15,1014,74,5,150,75,3
11.00,0.00,1,272.64,272.15,273.15,1014,97,5,160,75,3
12.00,0.00,1,273.15,273.15,273.15,1013,97,6,160,20,3
13.00,0.00,1,273.64,273.15,274.15,1013,64,7,170,0,3
14.00,0.00,1,273.64,273.15,274.15,1013,64,6,170,0,3
15.00,0.00,1,273.13,272.15,274.15,1013,64,4,170,0,3
16.00,0.00,1,272.15,272.15,272.15,1013,74,3,150,0,3
17.00,0.00,1,271.64,271.15,272.15,1014,74,3,150,0,3
18.00,0.00,1,270.64,270.15,271.15,1014,79,4,160,0,3
19.00,0.00,1,270.13,269.15,271.15,1014,79,4,150,0,3
20.00,0.00,1,269.64,269.15,270.15,1015,79,4,150,0,3
21.00,0.00,1,268.64,268.15,269.15,1015,85,4,160,0,3
22.00,0.00,1,267.64,267.15,268.15,1015,85,4,150,0,3
23.00,0.00,1,267.13,266.15,268.15,1015,79,4,160,20,3
0.00,0.00,1,267.13,266.15,268.15,1015,79,4,160,20,3
1.00,0.00,1,267.13,266.15,268.15,1015,79,4,160,75,3
2.00,0.00,1,266.62,265.15,268.15,1015,73,5,170,75,3
3.00,0.00,1,266.13,265.15,267.15,1015,73,5,170,75,3
4.00,0.00,1,266.13,265.15,267.15,1014,73,4,160,75,3
5.00,0.00,1,266.13,265.15,267.15,1013,73,4,170,75,4
6.00,0.00,1,265.62,264.15,267.15,1012,73,5,170,75,4
7.00,0.00,1,266.13,265.15,267.15,1011,73,6,170,75,4
8.00,0.00,1,266.13,265.15,267.15,1011,79,5,160,75,4
9.00,0.00,1,266.13,265.15,267.15,1010,73,7,170,75,4
10.00,0.00,1,266.64,266.15,267.15,1008,73,7,170,75,4
11.00,0.00,1,268.15,268.15,268.15,1007,79,7,180,75,4
12.00,0.00,1,269.64,269.15,270.15,1004,73,8,180,75,4
13.00,0.00,1,271.15,271.15,271.15,1002,74,8,180,75,3
14.00,0.00,1,271.66,271.15,272.15,1000,92,7,190,75,3
15.00,0.00,1,271.15,271.15,271.15,998,100,6,190,90,3
15.00,0.00,1,271.15,271.15,271.15,998,100,6,190,90,3
16.00,0.00,1,272.66,272.15,273.15,997,100,6,210,75,3
16.00,0.00,1,272.66,272.15,273.15,997,100,6,210,75,3
17.00,0.00,1,273.15,273.15,273.15,997,93,6,220,75,3
17.00,0.00,1,273.15,273.15,273.15,997,93,6,220,75,3
18.00,0.00,1,274.15,274.15,274.15,996,100,5,240,75,3
19.00,0.00,1,274.64,274.15,275.15,996,93,7,240,75,3
20.00,0.00,1,275.15,275.15,275.15,997,93,6,250,75,2
21.00,0.00,1,275.64,275.15,276.15,997,93,7,250,75,2
22.00,0.00,1,275.64,275.15,276.15,998,86,7,250,75,2
23.00,0.00,1,275.64,275.15,276.15,998,86,6,260,75,2
0.00,0.00,1,276.15,276.15,276.15,999,86,7,270,75,2
1.00,0.00,1,276.15,276.15,276.15,999,86,7,270,75,3
2.00,0.00,1,276.15,276.15,276.15,1000,86,8,260,75,3
3.00,0.00,1,276.15,276.15,276.15,1001,86,7,270,75,3
4.00,0.00,1,276.15,276.15,276.15,1001,93,8,270,75,3
5.00,0.00,1,276.15,276.15,276.15,1002,92,8,270,75,3
6.00,0.00,1,275.64,275.15,276.15,1002,92,8,260,75,3
7.00,0.00,1,276.15,276.15,276.15,1003,92,8,270,75,2
8.00,0.00,1,276.15,276.15,276.15,1003,93,7,260,75,2
9.00,0.00,1,276.15,276.15,276.15,1003,93,8,260,75,2
10.00,0.00,1,276.15,276.15,276.15,1004,93,7,240,75,2
11.00,0.00,1,277.15,277.15,277.15,1004,92,7,240,75,2
12.00,0.00,1,276.64,276.15,277.15,1004,80,8,250,75,2
13.00,0.00,1,277.15,277.15,277.15,1003,92,8,250,75,2
14.00,0.00,1,277.64,277.15,278.15,1003,92,8,250,75,2
15.00,0.00,1,277.13,276.15,278.15,1003,92,7,240,75,2
16.00,0.00,1,276.64,276.15,277.15,1003,92,7,240,75,3
17.00,0.00,1,276.64,276.15,277.15,1002,94,7,220,75,3
18.00,0.00,1,276.64,276.15,277.15,1002,94,6,220,75,2
19.00,0.00,1,276.15,276.15,276.15,1001,94,5,210,75,2
20.00,0.00,1,276.15,276.15,276.15,1000,74,4,210,0,2
21.00,0.00,1,275.64,275.15,276.15,999,74,4,200,0,2
22.00,0.00,1,275.13,274.15,276.15,998,94,3,190,0,2
23.00,0.00,1,275.15,275.15,275.15,997,80,3,180,0,2
0.00,0.00,1,275.64,275.15,276.15,995,74,3,160,90,2
1.00,0.00,1,275.15,275.15,275.15,993,96,3,140,90,2
2.00,0.00,1,275.15,275.15,275.15,991,98,4,140,90,2
3.00,0.00,1,275.15,275.15,275.15,989,98,5,140,90,2
4.00,0.00,1,274.64,274.15,275.15,987,98,5,130,75,2
5.00,0.00,1,274.15,274.15,274.15,985,97,6,130,75,2
6.00,0.00,1,275.15,275.15,275.15,984,93,6,140,75,2
7.00,0.00,1,275.66,275.15,276.15,983,93,5,150,75,2
7.00,0.00,1,275.66,275.15,276.15,983,93,5,150,75,2
8.00,0.00,1,276.15,276.15,276.15,982,93,4,180,75,2
9.00,0.00,1,276.15,276.15,276.15,983,93,5,200,75,2
10.00,0.00,1,275.15,275.15,275.15,984,93,6,240,75,2
11.00,0.00,1,275.15,275.15,275.15,984,93,5,250,75,2
11.00,0.00,1,275.15,275.15,275.15,984,93,5,250,75,2
12.00,0.00,1,275.15,275.15,275.15,986,93,5,270,75,2
13.00,0.00,1,274.15,274.15,274.15,987,100,5,310,75,2
14.00,0.00,1,274.15,274.15,274.15,990,96,5,310,75,2
15.00,0.00,1,274.64,274.15,275.15,992,93,5,310,75,2
16.00,0.00,1,275.15,275.15,275.15,994,93,4,300,75,2
17.00,0.00,1,274.66,274.15,275.15,996,100,5,290,75,2
18.00,0.00,1,275.15,275.15,275.15,996,93,5,300,75,2
19.00,0.00,1,274.66,274.15,275.15,997,93,4,280,75,2
20.00,0.00,1,274.66,274.15,275.15,998,90,4,280,75,2
21.00,0.00,1,274.15,274.15,274.15,999,90,3,270,75,2
22.00,0.00,1,274.15,274.15,274.15,999,90,3,270,75,2
23.00,0.00,1,272.64,272.15,273.15,999,84,2,220,40,2
0.00,1.00,1,272.15,272.15,272.15,998,92,2,200,0,2
1.00,1.00,1,271.64,271.15,272.15,998,92,3,200,0,3
2.00,1.00,1,271.64,271.15,272.15,997,92,3,180,0,2
3.00,1.00,1,271.64,271.15,272.15,997,86,3,140,0,2
4.00,1.00,1,271.15,271.15,271.15,996,92,3,150,20,2
5.00,1.00,1,271.64,271.15,272.15,996,92,2,130,75,2
6.00,1.00,1,272.64,272.15,273.15,997,81,1,100,75,2
7.00,1.00,1,272.15,272.15,272.15,998,92,1,40,90,2
8.00,1.00,1,272.15,272.15,272.15,999,92,1,0,75,2
9.00,1.00,1,272.15,272.15,272.15,1000,92,1,320,75,2
10.00,1.00,1,273.15,273.15,273.15,1001,77,2,300,90,2
11.00,1.00,1,273.15,273.15,273.15,1002,97,2,290,75,3
12.00,1.00,1,273.15,273.15,273.15,1003,97,3,280,75,3
13.00,1.00,1,273.64,273.15,274.15,1003,97,3,270,90,3
14.00,1.00,1,274.64,274.15,275.15,1004,96,4,270,40,3
15.00,1.00,1,274.64,274.15,275.15,1004,80,5,280,20,3
16.00,1.00,1,275.15,275.15,275.15,1005,80,5,270,40,2
17.00,1.00,1,274.15,274.15,274.15,1005,86,5,270,20,2
18.00,1.00,1,274.15,274.15,274.15,1006,86,5,280,40,2
19.00,1.00,1,274.15,274.15,274.15,1006,86,5,270,75,2
20.00,1.00,1,274.15,274.15,274.15,1006,86,5,280,75,2
21.00,1.00,1,274.15,274.15,274.15,1007,86,4,270,75,2
22.00,1.00,1,274.15,274.15,274.15,1007,86,5,260,75,2
23.00,1.00,1,274.15,274.15,274.15,1007,86,5,250,75,2
0.00,1.00,1,274.15,274.15,274.15,1007,86,5,260,75,2
1.00,1.00,1,273.64,273.15,274.15,1007,86,5,250,75,2
2.00,1.00,1,274.15,274.15,274.15,1008,86,5,270,75,2
3.00,1.00,1,273.66,273.15,274.15,1008,93,6,260,75,2
4.00,1.00,1,273.15,273.15,273.15,1008,93,7,270,75,2
5.00,1.00,1,273.15,273.15,273.15,1009,94,5,270,75,2
6.00,1.00,1,273.15,273.15,273.15,1009,94,5,280,75,2
7.00,1.00,1,273.15,273.15,273.15,1010,94,4,270,75,2
8.00,1.00,1,273.15,273.15,273.15,1010,100,5,280,75,2
9.00,1.00,1,273.15,273.15,273.15,1011,100,5,280,75,2
10.00,1.00,1,273.15,273.15,273.15,1012,100,4,280,75,2
11.00,1.00,1,273.64,273.15,274.15,1012,97,5,290,75,2
12.00,1.00,1,274.15,274.15,274.15,1013,97,4,300,75,2
13.00,1.00,1,274.15,274.15,274.15,1013,97,4,300,75,2
14.00,1.00,1,274.15,274.15,274.15,1014,93,3,310,75,2
15.00,1.00,1,274.15,274.15,274.15,1015,94,3,300,75,2
16.00,1.00,1,273.64,273.15,274.15,1015,86,3,310,75,2
16.00,1.00,1,273.64,273.15,274.15,1015,86,3,310,75,2
17.00,1.00,1,273.15,273.15,273.15,1016,95,4,320,75,2
17.00,1.00,1,273.15,273.15,273.15,1016,95,4,320,75,2
18.00,1.00,1,273.15,273.15,273.15,1017,95,3,340,75,2
19.00,1.00,1,273.15,273.15,273.15,1017,95,3,340,75,2
20.00,1.00,1,273.15,273.15,273.15,1018,91,2,340,75,2
21.00,1.00,1,273.15,273.15,273.15,1019,91,3,340,75,2
22.00,1.00,1,272.66,272.15,273.15,1019,92,3,340,75,2
23.00,1.00,1,272.15,272.15,272.15,1020,92,3,340,75,2
0.00,0.00,1,272.15,272.15,272.15,1020,86,2,340,75,2
1.00,0.00,1,272.15,272.15,272.15,1020,86,2,330,75,2
2.00,0.00,1,272.15,272.15,272.15,1021,86,2,330,75,2
3.00,0.00,1,272.15,272.15,272.15,1021,86,2,330,75,2
4.00,0.00,1,272.15,272.15,272.15,1021,86,2,350,75,2
5.00,0.00,1,271.66,271.15,272.15,1022,86,2,350,40,2
6.00,0.00,1,270.66,270.15,271.15,1022,92,1,340,0,2
7.00,0.00,1,269.66,269.15,270.15,1023,100,1,0,0,2
8.00,0.00,1,268.66,268.15,269.15,1023,92,1,290,20,3
9.00,0.00,1,269.66,269.15,270.15,1024,92,2,290,75,3
