@relation 'pm10'
@attribute 'hour' numeric
@attribute 'weekend' numeric
@attribute 'month' numeric
@attribute 'temp' numeric
@attribute 'temp_min' numeric
@attribute 'temp_max' numeric
@attribute 'pressure' numeric
@attribute 'humidity' numeric
@attribute 'wind_speed' numeric
@attribute 'wind_deg' numeric
@attribute 'clouds_all' numeric
@attribute 'class' {'1', '2', '3', '4', '5', '6'}
@data
9.00,0.00,6,300.66,300.15,301.15,1015,51,3,280,0,4
10.00,0.00,6,301.66,301.15,302.15,1015,45,4,300,0,3
11.00,0.00,6,301.17,300.15,302.15,1015,47,5,290,0,3
12.00,0.00,6,302.15,302.15,302.15,1015,42,5,310,0,3
13.00,0.00,6,302.15,302.15,302.15,1015,35,6,290,0,3
14.00,0.00,6,301.66,301.15,302.15,1015,37,6,320,0,4
15.00,0.00,6,301.66,301.15,302.15,1015,34,6,320,0,3
16.00,0.00,6,300.66,300.15,301.15,1015,39,5,320,0,3
17.00,0.00,6,299.66,299.15,300.15,1015,36,5,330,0,3
18.00,0.00,6,298.66,298.15,299.15,1016,41,4,350,0,3
19.00,0.00,6,297.15,297.15,297.15,1016,44,3,10,0,3
20.00,0.00,6,295.15,295.15,295.15,1016,49,3,20,0,3
21.00,0.00,6,294.15,294.15,294.15,1017,52,2,360,40,3
22.00,0.00,6,292.15,292.15,292.15,1017,59,2,360,0,3
23.00,0.00,6,290.64,290.15,291.15,1017,59,2,20,20,3
0.00,0.00,6,289.66,289.15,290.15,1018,67,1,340,20,3
1.00,0.00,6,288.66,288.15,289.15,1018,72,1,340,0,3
2.00,0.00,6,287.66,287.15,288.15,1018,76,1,300,0,3
3.00,0.00,6,286.17,285.15,287.15,1018,81,1,280,0,3
4.00,0.00,6,285.15,285.15,285.15,1018,87,1,300,0,2
5.00,0.00,6,286.66,286.15,287.15,1019,82,1,320,0,2
6.00,0.00,6,288.66,288.15,289.15,1019,72,2,340,0,2
7.00,0.00,6,289.66,289.15,290.15,1019,67,2,270,20,2
8.00,0.00,6,290.66,290.15,291.15,1019,63,3,300,20,2
9.00,0.00,6,291.66,291.15,292.15,1018,55,3,310,20,3
10.00,0.00,6,293.15,293.15,293.15,1018,42,4,270,20,3
11.00,0.00,6,294.15,294.15,294.15,1018,40,3,320,0,3
12.00,0.00,6,295.66,295.15,296.15,1018,33,4,320,0,3
13.00,0.00,6,296.15,296.15,296.15,1017,31,4,280,0,3
14.00,0.00,6,295.66,295.15,296.15,1017,33,3,330,0,3
15.00,0.00,6,297.17,296.15,298.15,1017,31,3,320,0,3
16.00,0.00,6,297.17,296.15,298.15,1016,28,2,0,0,3
16.00,0.00,6,297.17,296.15,298.15,1016,28,2,0,0,3
17.00,0.00,6,296.66,296.15,297.15,1016,27,4,310,0,3
18.00,0.00,6,293.094,293.094,293.094,1024,59,2,327,24,3
19.00,0.00,6,293.094,293.094,293.094,1024,59,2,327,24,3
20.00,0.00,6,293.15,293.15,293.15,1015,42,1,300,0,3
21.00,0.00,6,292.64,292.15,293.15,1016,42,1,360,0,3
22.00,0.00,6,291.13,290.15,292.15,1016,48,1,0,0,2
23.00,0.00,6,290.13,289.15,291.15,1016,55,3,90,0,2
0.00,0.00,6,289.64,289.15,290.15,1016,59,1,120,0,2
1.00,0.00,6,288.64,288.15,289.15,1015,63,1,110,0,2
2.00,0.00,6,287.13,286.15,288.15,1015,67,1,0,0,2
3.00,0.00,6,286.62,285.15,288.15,1015,67,1,130,0,2
4.00,0.00,6,287.11,285.15,289.15,1015,63,1,0,0,2
5.00,0.00,6,288.62,287.15,290.15,1014,63,1,150,0,2
6.00,0.00,6,290.64,290.15,291.15,1014,59,2,180,0,2
7.00,0.00,6,293.64,293.15,294.15,1014,46,2,180,0,2
8.00,0.00,6,295.64,295.15,296.15,1014,35,3,190,0,3
9.00,0.00,6,297.6,297.15,298.15,1013,31,2,210,0,3
10.00,0.00,6,298.15,298.15,298.15,1013,33,2,210,0,3
11.00,0.00,6,300.64,300.15,301.15,1012,32,2,0,0,3
12.00,0.00,6,300.66,300.15,301.15,1012,36,1,0,0,4
13.00,0.00,6,299.17,298.15,300.15,1012,47,2,40,90,4
14.00,0.00,6,290.66,290.15,291.15,1012,93,7,130,75,4
15.00,0.00,6,291.64,291.15,292.15,1008,82,5,150,75,4
16.00,0.00,6,293.13,292.15,294.15,1007,73,4,160,75,3
17.00,0.00,6,293.64,293.15,294.15,1007,73,3,190,75,3
18.00,0.00,6,294.13,293.15,295.15,1007,68,1,180,0,3
19.00,0.00,6,294.15,294.15,294.15,1007,73,3,200,0,3
20.00,0.00,6,294.15,294.15,294.15,1006,73,2,170,90,3
21.00,0.00,6,291.64,291.15,292.15,1009,88,7,270,75,3
21.00,0.00,6,291.64,291.15,292.15,1009,88,7,270,75,3
22.00,0.00,6,291.64,291.15,292.15,1010,88,8,270,75,3
23.00,0.00,6,291.15,291.15,291.15,1008,93,1,310,90,3
0.00,0.00,6,290.64,290.15,291.15,1006,93,1,170,90,3
1.00,0.00,6,290.15,290.15,290.15,1006,93,2,200,75,3
2.00,0.00,6,290.15,290.15,290.15,1006,93,2,250,40,3
3.00,0.00,6,290.15,290.15,290.15,1007,88,3,230,75,3
4.00,0.00,6,289.66,289.15,290.15,1006,93,3,240,40,3
5.00,0.00,6,290.64,290.15,291.15,1007,88,4,270,75,3
6.00,0.00,6,290.66,290.15,291.15,1007,93,6,270,75,3
6.00,0.00,6,290.66,290.15,291.15,1007,93,6,270,75,3
6.00,0.00,6,290.66,290.15,291.15,1007,93,6,270,75,3
7.00,0.00,6,291.15,291.15,291.15,1008,88,6,280,75,3
8.00,0.00,6,291.15,291.15,291.15,1009,88,6,280,75,3
9.00,0.00,6,291.64,291.15,292.15,1009,77,7,270,40,3
10.00,0.00,6,293.15,293.15,293.15,1010,68,7,270,75,3
11.00,0.00,6,294.15,294.15,294.15,1010,64,8,280,75,3
12.00,0.00,6,295.15,295.15,295.15,1010,56,7,280,75,3
13.00,0.00,6,295.66,295.15,296.15,1011,60,6,290,75,3
14.00,0.00,6,295.66,295.15,296.15,1011,56,6,290,75,3
15.00,0.00,6,294.66,294.15,295.15,1012,60,6,290,75,3
16.00,0.00,6,295.66,295.15,296.15,1012,56,4,280,75,3
17.00,0.00,6,295.66,295.15,296.15,1012,53,6,280,75,3
18.00,0.00,6,295.15,295.15,295.15,1012,56,3,290,75,3
19.00,0.00,6,295.15,295.15,295.15,1012,56,2,290,0,3
20.00,0.00,6,293.15,293.15,293.15,1013,64,2,270,75,3
21.00,0.00,6,293.15,293.15,293.15,1013,68,2,260,75,3
22.00,0.00,6,292.64,292.15,293.15,1013,68,3,260,0,3
23.00,0.00,6,292.64,292.15,293.15,1013,68,1,310,75,3
0.00,1.00,6,292.66,292.15,293.15,1013,68,2,330,75,3
1.00,1.00,6,291.66,291.15,292.15,1013,72,2,340,75,3
2.00,1.00,6,290.66,290.15,291.15,1013,82,1,0,0,3
3.00,1.00,6,291.15,291.15,291.15,1012,72,4,240,75,2
4.00,1.00,6,291.15,291.15,291.15,1012,68,5,270,0,3
5.00,1.00,6,290.66,290.15,291.15,1013,72,4,280,75,2
6.00,1.00,6,290.66,290.15,291.15,1013,77,3,270,75,3
7.00,1.00,6,291.15,291.15,291.15,1012,72,4,240,75,2
8.00,1.00,6,291.66,291.15,292.15,1012,77,5,250,75,2
9.00,1.00,6,292.15,292.15,292.15,1012,72,3,220,75,3
10.00,1.00,6,292.66,292.15,293.15,1012,72,5,240,75,3
11.00,1.00,6,293.66,293.15,294.15,1012,68,4,250,75,3
12.00,1.00,6,294.66,294.15,295.15,1012,64,4,260,75,3
13.00,1.00,6,294.15,294.15,294.15,1012,73,5,270,75,3
14.00,1.00,6,295.66,295.15,296.15,1011,60,6,260,75,3
15.00,1.00,6,295.66,295.15,296.15,1011,60,7,270,75,3
16.00,1.00,6,294.66,294.15,295.15,1011,60,8,270,75,3
17.00,1.00,6,294.66,294.15,295.15,1011,64,6,270,75,3
18.00,1.00,6,294.66,294.15,295.15,1011,60,6,270,40,3
19.00,1.00,6,294.15,294.15,294.15,1011,60,5,270,75,3
20.00,1.00,6,293.15,293.15,293.15,1011,64,5,260,75,3
21.00,1.00,6,293.15,293.15,293.15,1012,68,5,260,0,3
22.00,1.00,6,291.15,291.15,291.15,1011,77,3,250,0,3
23.00,1.00,6,291.64,291.15,292.15,1012,72,3,250,0,2
0.00,1.00,6,291.64,291.15,292.15,1011,72,4,240,0,3
1.00,1.00,6,291.15,291.15,291.15,1011,77,4,230,75,3
2.00,1.00,6,291.15,291.15,291.15,1010,77,3,210,75,2
3.00,1.00,6,291.15,291.15,291.15,1010,77,4,220,75,2
4.00,1.00,6,290.64,290.15,291.15,1010,82,5,220,75,2
5.00,1.00,6,290.15,290.15,290.15,1009,88,4,220,75,2
6.00,1.00,6,291.15,291.15,291.15,1009,82,5,220,75,2
7.00,1.00,6,292.15,292.15,292.15,1009,77,5,240,75,2
8.00,1.00,6,293.15,293.15,293.15,1008,77,6,220,75,2
9.00,1.00,6,292.64,292.15,293.15,1008,72,8,230,75,2
10.00,1.00,6,293.15,293.15,293.15,1008,72,6,230,75,2
11.00,1.00,6,293.64,293.15,294.15,1008,73,7,240,40,2
12.00,1.00,6,293.6,291.15,296.15,1008,64,6,250,75,2
13.00,1.00,6,293.19,291.15,295.15,1009,82,6,320,75,2
14.00,1.00,6,290.66,290.15,291.15,1009,82,5,290,75,2
15.00,1.00,6,291.13,290.15,292.15,1009,68,5,300,75,2
16.00,1.00,6,292.66,292.15,293.15,1009,72,5,280,75,2
17.00,1.00,6,291.17,290.15,292.15,1009,82,5,300,75,2
18.00,1.00,6,289.66,289.15,290.15,1010,87,3,250,75,2
19.00,1.00,6,290.15,290.15,290.15,1010,82,3,250,0,2
20.00,1.00,6,289.15,289.15,289.15,1009,87,3,230,0,2
21.00,1.00,6,289.15,289.15,289.15,1009,87,3,250,75,2
22.00,1.00,6,289.15,289.15,289.15,1010,93,4,260,75,2
23.00,1.00,6,289.15,289.15,289.15,1010,87,3,270,75,2
0.00,0.00,6,288.66,288.15,289.15,1010,93,2,260,75,2
1.00,0.00,6,288.15,288.15,288.15,1010,93,3,250,75,2
2.00,0.00,6,288.15,288.15,288.15,1010,93,3,260,75,2
3.00,0.00,6,288.15,288.15,288.15,1009,93,3,250,75,2
4.00,0.00,6,288.15,288.15,288.15,1009,93,2,230,75,2
5.00,0.00,6,288.15,288.15,288.15,1009,93,2,210,75,2
6.00,0.00,6,288.15,288.15,288.15,1008,93,2,210,75,2
7.00,0.00,6,288.17,287.15,289.15,1009,93,4,340,90,2
8.00,0.00,6,286.15,286.15,286.15,1010,93,2,320,75,2
8.00,0.00,6,286.15,286.15,286.15,1010,93,2,320,75,2
9.00,0.00,6,288.66,288.15,289.15,1010,82,4,280,75,2
10.00,0.00,6,289.66,289.15,290.15,1011,67,5,270,40,2
11.00,0.00,6,290.66,290.15,291.15,1011,63,4,300,75,2
12.00,0.00,6,291.66,291.15,292.15,1011,59,3,280,75,2
13.00,0.00,6,292.15,292.15,292.15,1011,55,4,290,40,2
14.00,0.00,6,293.66,293.15,294.15,1011,49,4,290,75,3
15.00,0.00,6,293.66,293.15,294.15,1011,49,5,300,75,3
16.00,0.00,6,293.15,293.15,293.15,1011,52,4,280,40,3
17.00,0.00,6,293.66,293.15,294.15,1011,49,6,260,40,3
18.00,0.00,6,292.64,292.15,293.15,1011,45,5,260,40,3
19.00,0.00,6,292.15,292.15,292.15,1012,52,2,280,0,3
20.00,0.00,6,290.64,290.15,291.15,1012,55,2,320,0,3
21.00,0.00,6,289.13,288.15,290.15,1012,59,1,310,0,3
22.00,0.00,6,288.64,288.15,289.15,1013,63,1,320,0,2
23.00,0.00,6,287.68,286.15,289.15,1013,76,0,0,0,2
0.00,0.00,6,285.17,284.15,286.15,1013,87,0,0,0,2
1.00,0.00,6,285.64,285.15,286.15,1013,71,1,0,0,2
2.00,0.00,6,284.06,283.15,285.15,1013,76,1,350,0,2
3.00,0.00,6,284.17,283.15,285.15,1013,87,0,0,0,2
4.00,0.00,6,283.66,283.15,284.15,1014,87,0,160,0,2
5.00,0.00,6,286.15,286.15,286.15,1014,71,1,350,0,2
6.00,0.00,6,287.15,287.15,287.15,1013,71,2,340,0,2
7.00,0.00,6,288.15,288.15,288.15,1014,62,1,360,0,2
8.00,0.00,6,289.15,289.15,289.15,1014,63,1,0,0,2
9.00,0.00,6,290.66,290.15,291.15,1013,55,2,360,0,2
10.00,0.00,6,291.66,291.15,292.15,1013,52,1,0,0,3
11.00,0.00,6,292.17,291.15,293.15,1013,52,1,250,75,2
12.00,0.00,6,292.66,292.15,293.15,1013,52,2,0,75,2
13.00,0.00,6,293.15,293.15,293.15,1012,49,2,280,75,3
14.00,0.00,6,294.15,294.15,294.15,1011,43,2,260,0,3
15.00,0.00,6,295.64,295.15,296.15,1011,38,1,0,0,3
16.00,0.00,6,295.66,295.15,296.15,1010,40,1,0,0,3
17.00,0.00,6,295.66,295.15,296.15,1009,37,2,0,0,3
18.00,0.00,6,295.15,295.15,295.15,1009,43,3,80,0,3
19.00,0.00,6,293.64,293.15,294.15,1009,46,3,70,0,3
20.00,0.00,6,292.13,291.15,293.15,1009,52,3,80,0,3
21.00,0.00,6,291.13,290.15,292.15,1008,59,2,80,0,3
22.00,0.00,6,289.64,289.15,290.15,1008,67,2,80,0,3
23.00,0.00,6,289.13,288.15,290.15,1008,67,3,70,0,2
0.00,0.00,6,288.64,288.15,289.15,1008,67,3,70,0,2
1.00,0.00,6,287.64,287.15,288.15,1007,72,2,70,0,2
2.00,0.00,6,287.15,287.15,287.15,1006,76,2,80,0,2
3.00,0.00,6,287.15,287.15,287.15,1006,76,2,60,0,2
4.00,0.00,6,287.15,287.15,287.15,1005,76,2,70,0,2
5.00,0.00,6,287.64,287.15,288.15,1005,72,3,60,0,2
6.00,0.00,6,288.66,288.15,289.15,1005,72,2,70,0,2
7.00,0.00,6,291.15,291.15,291.15,1004,68,3,100,0,2
8.00,0.00,6,293.15,293.15,293.15,1003,60,3,100,0,3
9.00,0.00,6,294.66,294.15,295.15,1003,64,4,90,0,3
10.00,0.00,6,296.66,296.15,297.15,1002,60,5,90,20,3
11.00,0.00,6,297.64,297.15,298.15,1001,53,5,80,20,3
12.00,0.00,6,298.15,298.15,298.15,1000,53,6,100,75,3
13.00,0.00,6,299.15,299.15,299.15,1000,50,4,100,75,3
14.00,0.00,6,298.66,298.15,299.15,999,57,2,90,75,3
15.00,0.00,6,298.15,298.15,298.15,999,57,3,80,75,3
15.00,0.00,6,298.15,298.15,298.15,999,57,3,80,75,3
16.00,0.00,6,296.64,296.15,297.15,998,69,2,110,75,3
17.00,0.00,6,296.62,295.15,298.15,997,65,3,100,75,3
18.00,0.00,6,295.64,295.15,296.15,997,78,4,210,75,3
19.00,0.00,6,295.64,295.15,296.15,997,73,2,210,75,3
20.00,0.00,6,294.13,293.15,295.15,997,78,2,120,40,3
21.00,0.00,6,293.13,292.15,294.15,997,77,1,0,20,3
22.00,0.00,6,293.13,292.15,294.15,997,83,1,0,0,3
23.00,0.00,6,292.13,291.15,293.15,996,88,1,0,0,3
23.00,0.00,6,292.13,291.15,293.15,996,88,1,0,0,3
0.00,0.00,6,291.64,291.15,292.15,996,93,0,100,32,3
1.00,0.00,6,290.64,290.15,291.15,995,93,0,0,32,4
2.00,0.00,6,290.64,290.15,291.15,995,93,0,60,48,4
3.00,0.00,6,289.15,289.15,289.15,994,93,2,250,48,4
4.00,0.00,6,290.64,290.15,291.15,994,100,1,260,48,4
5.00,0.00,6,290.64,290.15,291.15,993,100,2,270,90,4
6.00,0.00,6,291.15,291.15,291.15,993,100,1,340,75,4
6.00,0.00,6,291.15,291.15,291.15,993,100,1,340,75,4
7.00,0.00,6,292.66,292.15,293.15,993,93,2,330,75,4
8.00,0.00,6,293.15,293.15,293.15,992,94,2,310,75,4
9.00,0.00,6,293.66,293.15,294.15,992,88,3,290,75,4
10.00,0.00,6,293.15,293.15,293.15,991,94,3,300,75,4
11.00,0.00,6,292.15,292.15,292.15,992,93,2,350,75,4
11.00,0.00,6,292.15,292.15,292.15,992,93,2,350,75,4
11.00,0.00,6,292.15,292.15,292.15,992,93,2,350,75,4
12.00,0.00,6,292.15,292.15,292.15,991,100,3,320,75,4
12.00,0.00,6,292.15,292.15,292.15,991,100,3,320,75,4
13.00,0.00,6,292.15,292.15,292.15,991,100,3,310,90,3
13.00,0.00,6,292.15,292.15,292.15,991,100,3,310,90,3
14.00,0.00,6,292.15,292.15,292.15,991,93,3,310,90,3
15.00,0.00,6,292.15,292.15,292.15,991,93,7,280,90,2
15.00,0.00,6,292.15,292.15,292.15,991,93,7,280,90,2
16.00,0.00,6,291.66,291.15,292.15,991,100,7,270,90,2
17.00,0.00,6,291.15,291.15,291.15,991,93,6,290,90,2
18.00,0.00,6,290.64,290.15,291.15,992,93,7,280,75,3
19.00,0.00,6,290.15,290.15,290.15,992,100,5,280,75,3
20.00,0.00,6,290.15,290.15,290.15,993,100,7,270,75,3
21.00,0.00,6,290.15,290.15,290.15,993,93,9,250,75,3
22.00,0.00,6,289.64,289.15,290.15,993,93,7,260,75,3
23.00,0.00,6,289.64,289.15,290.15,993,93,7,270,75,2
0.00,0.00,6,289.15,289.15,289.15,994,93,7,290,75,2
1.00,0.00,6,288.66,288.15,289.15,994,93,6,270,75,2
2.00,0.00,6,288.66,288.15,289.15,995,100,6,280,75,2
3.00,0.00,6,289.15,289.15,289.15,995,87,8,270,90,2
4.00,0.00,6,289.15,289.15,289.15,995,93,7,270,75,2
5.00,0.00,6,289.15,289.15,289.15,996,93,8,260,75,2
6.00,0.00,6,288.66,288.15,289.15,997,93,9,260,75,2
6.00,0.00,6,288.66,288.15,289.15,997,93,9,260,75,2
7.00,0.00,6,288.66,288.15,289.15,998,93,9,260,90,3
8.00,0.00,6,288.66,288.15,289.15,998,93,8,250,90,2
9.00,0.00,6,289.15,289.15,289.15,999,87,9,260,90,2
10.00,0.00,6,289.15,289.15,289.15,999,87,8,270,90,2
11.00,0.00,6,290.66,290.15,291.15,1000,82,8,260,75,2
12.00,0.00,6,291.66,291.15,292.15,1000,77,8,250,75,2
13.00,0.00,6,292.66,292.15,293.15,1001,72,9,260,75,2
14.00,0.00,6,291.64,291.15,292.15,1001,68,8,270,75,3
15.00,0.00,6,292.68,291.15,294.15,1001,77,7,270,75,3
15.00,0.00,6,290.66,290.15,291.15,1002,88,6,260,75,3
16.00,0.00,6,289.64,289.15,290.15,1002,82,4,270,75,3
17.00,0.00,6,290.17,289.15,291.15,1003,82,5,310,75,3
17.00,0.00,6,289.66,289.15,290.15,1003,82,5,290,75,3
18.00,0.00,6,288.66,288.15,289.15,1003,87,4,280,75,2
18.00,0.00,6,288.66,288.15,289.15,1003,87,4,280,75,2
19.00,0.00,6,288.15,288.15,288.15,1003,93,3,270,75,2
20.00,0.00,6,287.66,287.15,288.15,1004,93,3,250,75,2
21.00,0.00,6,288.15,288.15,288.15,1004,87,2,220,75,2
22.00,0.00,6,288.15,288.15,288.15,1004,87,2,240,75,2
23.00,0.00,6,288.15,288.15,288.15,1004,87,2,240,75,2
0.00,1.00,7,287.64,287.15,288.15,1004,93,1,220,75,2
1.00,1.00,7,287.15,287.15,287.15,1004,93,2,200,75,2
2.00,1.00,7,287.15,287.15,287.15,1004,93,1,220,75,2
3.00,1.00,7,287.15,287.15,287.15,1004,93,2,240,75,2
4.00,1.00,7,287.15,287.15,287.15,1003,93,3,240,75,2
5.00,1.00,7,288.15,288.15,288.15,1003,93,3,240,0,2
6.00,1.00,7,288.15,288.15,288.15,1004,93,4,240,75,3
7.00,1.00,7,288.66,288.15,289.15,1004,87,4,240,75,3
8.00,1.00,7,290.15,290.15,290.15,1004,82,5,240,75,3
9.00,1.00,7,291.15,291.15,291.15,1004,72,6,250,75,3
10.00,1.00,7,291.66,291.15,292.15,1004,72,5,240,75,2
11.00,1.00,7,291.66,291.15,292.15,1004,77,6,260,75,2
12.00,1.00,7,290.15,290.15,290.15,1005,82,7,260,90,2
13.00,1.00,7,291.68,290.15,293.15,1005,82,7,250,90,2
14.00,1.00,7,291.15,291.15,291.15,1005,77,8,260,90,2
15.00,1.00,7,291.15,291.15,291.15,1005,77,7,250,75,2
16.00,1.00,7,290.15,290.15,290.15,1005,88,6,270,90,2
17.00,1.00,7,289.66,289.15,290.15,1005,93,7,260,75,2
18.00,1.00,7,289.15,289.15,289.15,1006,93,4,260,75,2
18.00,1.00,7,289.15,289.15,289.15,1006,93,4,260,75,2
19.00,1.00,7,288.66,288.15,289.15,1006,93,3,290,75,2
20.00,1.00,7,288.15,288.15,288.15,1007,93,3,290,75,2
21.00,1.00,7,288.15,288.15,288.15,1008,93,4,300,75,2
22.00,1.00,7,288.15,288.15,288.15,1008,93,3,290,75,2
23.00,1.00,7,288.15,288.15,288.15,1009,93,3,300,75,2
0.00,1.00,7,288.15,288.15,288.15,1009,93,3,290,75,2
1.00,1.00,7,288.15,288.15,288.15,1009,93,3,280,75,2
2.00,1.00,7,288.15,288.15,288.15,1010,100,3,280,75,2
3.00,1.00,7,289.15,289.15,289.15,1010,93,5,290,75,2
4.00,1.00,7,288.15,288.15,288.15,1010,93,5,290,75,3
5.00,1.00,7,287.66,287.15,288.15,1011,93,5,280,75,3
6.00,1.00,7,287.15,287.15,287.15,1012,82,6,290,75,3
7.00,1.00,7,288.15,288.15,288.15,1013,82,5,290,75,3
8.00,1.00,7,289.15,289.15,289.15,1013,77,5,280,75,3
9.00,1.00,7,290.15,290.15,290.15,1014,72,7,280,75,2
14.00,1.00,7,289.493,289.493,289.493,1022,96,6,279,88,2
15.00,1.00,7,290.15,290.15,290.15,1014,88,3,240,75,2
16.00,1.00,7,290.17,289.15,291.15,1015,93,5,280,75,2
17.00,1.00,7,290.15,290.15,290.15,1015,88,4,290,75,2
18.00,1.00,7,290.15,290.15,290.15,1015,82,4,270,75,2
19.00,1.00,7,290.66,290.15,291.15,1015,77,4,260,0,2
20.00,1.00,7,288.64,288.15,289.15,1016,82,4,260,0,2
21.00,1.00,7,288.13,287.15,289.15,1016,82,3,290,40,2
22.00,1.00,7,288.66,288.15,289.15,1017,77,3,290,0,2
23.00,1.00,7,287.15,287.15,287.15,1018,76,4,280,0,2
0.00,0.00,7,286.15,286.15,286.15,1018,76,3,290,0,2
1.00,0.00,7,285.15,285.15,285.15,1019,81,3,280,0,2
2.00,0.00,7,283.64,283.15,284.15,1019,87,3,280,0,2
3.00,0.00,7,283.13,282.15,284.15,1019,87,4,270,0,2
4.00,0.00,7,283.13,282.15,284.15,1020,87,3,270,0,2
5.00,0.00,7,284.64,284.15,285.15,1020,81,3,260,0,2
6.00,0.00,7,286.15,286.15,286.15,1020,82,4,270,0,2
7.00,0.00,7,288.15,288.15,288.15,1020,72,4,270,20,2
8.00,0.00,7,289.15,289.15,289.15,1020,72,4,260,20,2
9.00,0.00,7,290.15,290.15,290.15,1020,63,5,270,40,2
10.00,0.00,7,290.15,290.15,290.15,1020,55,6,270,40,2
11.00,0.00,7,292.64,292.15,293.15,1020,52,5,250,40,2
12.00,0.00,7,292.64,292.15,293.15,1020,45,5,250,40,2
13.00,0.00,7,293.15,293.15,293.15,1019,45,5,250,40,2
14.00,0.00,7,294.15,294.15,294.15,1019,43,6,240,40,2
15.00,0.00,7,294.64,294.15,295.15,1018,40,5,260,0,3
16.00,0.00,7,295.15,295.15,295.15,1018,40,5,250,0,3
17.00,0.00,7,295.15,295.15,295.15,1017,43,5,250,0,3
18.00,0.00,7,294.66,294.15,295.15,1017,46,4,270,0,3
19.00,0.00,7,293.15,293.15,293.15,1016,52,3,270,0,3
20.00,0.00,7,292.15,292.15,292.15,1016,55,2,240,0,3
21.00,0.00,7,292.15,292.15,292.15,1016,55,3,230,0,2
22.00,0.00,7,292.15,292.15,292.15,1016,55,4,250,0,2
23.00,0.00,7,291.15,291.15,291.15,1016,59,5,260,0,2
0.00,0.00,7,290.64,290.15,291.15,1016,63,3,290,0,2
1.00,0.00,7,289.64,289.15,290.15,1016,72,3,280,75,3
2.00,0.00,7,288.64,288.15,289.15,1016,82,4,280,75,3
3.00,0.00,7,287.64,287.15,288.15,1016,82,5,270,40,3
4.00,0.00,7,286.64,286.15,287.15,1016,87,4,270,20,2
5.00,0.00,7,287.15,287.15,287.15,1017,87,5,260,75,2
6.00,0.00,7,288.15,288.15,288.15,1017,82,5,280,75,2
7.00,0.00,7,288.64,288.15,289.15,1018,72,5,290,75,2
8.00,0.00,7,289.66,289.15,290.15,1018,67,5,290,75,2
9.00,0.00,7,289.66,289.15,290.15,1018,59,5,280,40,2
10.00,0.00,7,291.17,290.15,292.15,1019,48,5,310,40,2
11.00,0.00,7,291.66,291.15,292.15,1019,45,5,300,40,2
12.00,0.00,7,292.66,292.15,293.15,1019,45,6,290,0,2
13.00,0.00,7,292.64,292.15,293.15,1019,40,6,280,0,2
14.00,0.00,7,293.15,293.15,293.15,1019,42,4,290,0,2
15.00,0.00,7,293.15,293.15,293.15,1019,42,5,310,0,2
16.00,0.00,7,293.13,292.15,294.15,1019,40,5,280,0,2
17.00,0.00,7,292.66,292.15,293.15,1019,45,4,310,0,3
18.00,0.00,7,292.15,292.15,292.15,1019,42,4,300,0,3
19.00,0.00,7,291.64,291.15,292.15,1019,45,3,300,0,3
20.00,0.00,7,289.64,289.15,290.15,1019,59,1,290,0,3
21.00,0.00,7,289.15,289.15,289.15,1020,63,1,290,0,2
22.00,0.00,7,288.15,288.15,288.15,1020,67,1,0,0,2
23.00,0.00,7,287.64,287.15,288.15,1020,72,1,264,0,2
0.00,0.00,7,287.13,286.15,288.15,1019,67,1,250,0,2
1.00,0.00,7,287.64,287.15,288.15,1019,72,1,250,0,2
2.00,0.00,7,287.13,286.15,288.15,1019,72,1,250,0,2
3.00,0.00,7,286.64,286.15,287.15,1018,76,0,0,0,2
4.00,0.00,7,287.15,287.15,287.15,1018,82,0,0,0,2
5.00,0.00,7,287.64,287.15,288.15,1018,77,0,0,100,2
6.00,0.00,7,287.66,287.15,288.15,1019,76,3,350,75,2
7.00,0.00,7,287.66,287.15,288.15,1019,82,3,10,75,2
8.00,0.00,7,287.15,287.15,287.15,1019,82,1,0,90,2
9.00,0.00,7,287.15,287.15,287.15,1019,82,1,0,75,2
10.00,0.00,7,288.64,288.15,289.15,1019,72,2,270,75,2
11.00,0.00,7,290.15,290.15,290.15,1019,63,2,0,75,2
12.00,0.00,7,291.64,291.15,292.15,1019,59,3,280,40,2
13.00,0.00,7,292.15,292.15,292.15,1018,59,3,310,40,2
14.00,0.00,7,292.15,292.15,292.15,1018,55,3,310,40,3
15.00,0.00,7,293.15,293.15,293.15,1018,52,3,290,40,3
16.00,0.00,7,293.15,293.15,293.15,1018,52,3,310,40,3
17.00,0.00,7,293.66,293.15,294.15,1018,52,3,310,40,3
18.00,0.00,7,292.64,292.15,293.15,1018,52,3,290,40,3
19.00,0.00,7,292.15,292.15,292.15,1018,55,2,310,40,3
20.00,0.00,7,291.66,291.15,292.15,1018,59,1,310,0,3
21.00,0.00,7,289.66,289.15,290.15,1019,67,1,340,0,2
22.00,0.00,7,288.15,288.15,288.15,1019,77,1,348,0,2
23.00,0.00,7,287.15,287.15,287.15,1019,82,0,320,0,2
0.00,0.00,7,286.64,286.15,287.15,1019,82,1,18,0,2
1.00,0.00,7,286.64,286.15,287.15,1019,87,0,120,0,2
2.00,0.00,7,286.13,285.15,287.15,1019,82,0,0,0,2
3.00,0.00,7,285.64,285.15,286.15,1019,93,1,40,0,2
4.00,0.00,7,286.62,285.15,288.15,1019,82,0,0,0,2
5.00,0.00,7,287.64,287.15,288.15,1019,82,0,0,0,2
